order_id,order_date,ship_date,ship_mode,order_priority,market,region,customer_id
ES-2014-BS1180045-41798,2014-06-08,2014-06-12,Standard Class,Medium,Europe,Western Europe,BS-1180045
EG-2013-CR262538-41286,2013-01-12,2013-01-14,Second Class,High,Africa,North Africa,CR-262538
CA-2014-NS18640140-41985,2014-12-12,2014-12-12,Same Day,Critical,USCA,Eastern US,NS-186401406
CA-2012-NS18640140-41084,2012-06-24,2012-06-27,First Class,Medium,USCA,Western US,NS-186401404
SA-2013-EH3945110-41628,2013-12-20,2013-12-22,Second Class,Medium,Asia Pacific,Western Asia,EH-3945110
CA-2013-NS18640140-41342,2013-03-09,2013-03-12,First Class,Critical,USCA,Central US,NS-186401402
NI-2014-HZ495095-41772,2014-05-13,2014-05-19,Standard Class,Medium,Africa,Western Africa,HZ-495095
TU-2012-JM5250134-40932,2012-01-24,2012-01-28,Standard Class,Medium,Asia Pacific,Western Asia,JM-5250134
US-2013-NS18640140-41493,2013-08-07,2013-08-09,First Class,Critical,USCA,Eastern US,NS-186401406
IN-2015-JE1571556-42360,2015-12-22,2015-12-26,Standard Class,Medium,Asia Pacific,Eastern Asia,JE-1571556
US-2013-NS18640140-41567,2013-10-20,2013-10-24,Standard Class,Medium,USCA,Western US,NS-186401404
CA-2015-NS18640140-42110,2015-04-16,2015-04-18,Second Class,Critical,USCA,Western US,NS-186401404
CA-2015-NS18640140-42195,2015-07-10,2015-07-13,First Class,Critical,USCA,Central US,NS-186401402
SA-2015-KH6360110-42118,2015-04-24,2015-04-28,Standard Class,High,Asia Pacific,Western Asia,KH-6360110
ID-2012-KE1642059-41227,2012-11-14,2012-11-20,Standard Class,Medium,Asia Pacific,Southeastern Asia,KE-1642059
CA-2014-NS18640140-41672,2014-02-02,2014-02-08,Standard Class,Medium,USCA,Central US,NS-186401402
CA-2014-NS18640140-41986,2014-12-13,2014-12-18,Standard Class,Medium,USCA,Eastern US,NS-186401406
CA-2013-NS18640140-41586,2013-11-08,2013-11-15,Standard Class,Low,USCA,Southern US,NS-186401408
ID-2013-MR17545144-41382,2013-04-18,2013-04-20,First Class,Medium,Asia Pacific,Southeastern Asia,MR-17545144
CA-2015-NS18640140-42161,2015-06-06,2015-06-10,Standard Class,Medium,USCA,Southern US,NS-186401408
ES-2015-PB19150139-42236,2015-08-20,2015-08-24,Standard Class,Medium,Europe,Northern Europe,PB-19150139
CA-2014-NS18640140-41991,2014-12-18,2014-12-24,Standard Class,Low,USCA,Western US,NS-186401404
IN-2015-RR1931566-42253,2015-09-06,2015-09-10,Second Class,Medium,Asia Pacific,Eastern Asia,RR-1931566
CA-2013-NS18640140-41493,2013-08-07,2013-08-11,Standard Class,High,USCA,Western US,NS-186401404
IN-2014-RA1991527-41782,2014-05-23,2014-05-29,Standard Class,Medium,Asia Pacific,Eastern Asia,RA-1991527
CA-2012-NB18655140-41247,2012-12-04,2012-12-06,First Class,High,USCA,Eastern US,NB-186551406
CA-2014-NB18655140-41758,2014-04-29,2014-05-02,First Class,Medium,USCA,Central US,NB-186551402
TU-2014-SC10260134-41755,2014-04-26,2014-04-29,Second Class,Medium,Asia Pacific,Western Asia,SC-10260134
TU-2014-SD10485134-41771,2014-05-12,2014-05-13,First Class,High,Asia Pacific,Western Asia,SD-10485134
CA-2014-NB18655140-41901,2014-09-19,2014-09-23,Standard Class,Medium,USCA,Southern US,NB-186551408
CA-2015-NB18655140-42327,2015-11-19,2015-11-19,Same Day,High,USCA,Central US,NB-186551402
TU-2014-SM10950134-41803,2014-06-13,2014-06-19,Standard Class,Medium,Asia Pacific,Western Asia,SM-10950134
IN-2014-TB2117559-41867,2014-08-16,2014-08-18,Second Class,Medium,Asia Pacific,Southeastern Asia,TB-2117559
CA-2013-NB18655140-41576,2013-10-29,2013-11-02,Standard Class,High,USCA,Western US,NB-186551404
IN-2015-TB2162592-42161,2015-06-06,2015-06-12,Standard Class,Medium,Asia Pacific,Oceania,TB-2162592
NI-2015-VT1170095-42244,2015-08-28,2015-09-01,Standard Class,High,Africa,Western Africa,VT-1170095
US-2012-AH1046536-41234,2012-11-21,2012-11-27,Standard Class,Medium,LATAM,Caribbean,AH-1046536
MX-2015-PO1918036-42147,2015-05-23,2015-05-27,Standard Class,Medium,LATAM,Caribbean,PO-1918036
MX-2015-KH16360101-42293,2015-10-16,2015-10-20,Standard Class,Medium,LATAM,South America,KH-16360101
US-2013-SG2060518-41556,2013-10-09,2013-10-13,Standard Class,Medium,LATAM,South America,SG-2060518
US-2014-TZ2144536-41909,2014-09-27,2014-10-01,Standard Class,Medium,LATAM,Caribbean,TZ-2144536
MX-2012-SJ2050082-41056,2012-05-27,2012-05-27,Same Day,Medium,LATAM,Central America,SJ-2050082
MX-2013-DS1318082-41340,2013-03-07,2013-03-12,Standard Class,Medium,LATAM,Central America,DS-1318082
CA-2014-NB18655140-41929,2014-10-17,2014-10-21,Standard Class,Medium,USCA,Eastern US,NB-186551406
NI-2015-AO81095-42362,2015-12-24,2015-12-28,Standard Class,Medium,Africa,Western Africa,AO-81095
CA-2015-NB18655140-42305,2015-10-28,2015-11-03,Standard Class,Medium,USCA,Southern US,NB-186551408
SF-2015-DK3375117-42252,2015-09-05,2015-09-10,Standard Class,Medium,Africa,Southern Africa,DK-3375117
US-2015-NB18655140-42350,2015-12-12,2015-12-14,First Class,High,USCA,Eastern US,NB-186551406
CA-2013-NB18655140-41314,2013-02-09,2013-02-13,Second Class,Medium,USCA,Eastern US,NB-186551406
CA-2015-NP18670140-42290,2015-10-13,2015-10-17,Standard Class,High,USCA,Eastern US,NP-186701406
IT-2012-GD1459064-40962,2012-02-23,2012-02-28,Standard Class,Medium,Europe,Southern Europe,GD-1459064
IZ-2014-HJ487561-41985,2014-12-12,2014-12-18,Standard Class,Medium,Asia Pacific,Western Asia,HJ-487561
ES-2012-IM1505548-40940,2012-02-01,2012-02-07,Standard Class,Medium,Europe,Western Europe,IM-1505548
CA-2014-NP18670140-41964,2014-11-21,2014-11-25,Standard Class,High,USCA,Central US,NP-186701402
CA-2013-NP18670140-41331,2013-02-26,2013-03-01,Second Class,Medium,USCA,Western US,NP-186701404
IS-2012-JE574563-41136,2012-08-15,2012-08-22,Standard Class,Medium,Asia Pacific,Western Asia,JE-574563
EG-2013-JB592538-41606,2013-11-28,2013-12-02,Standard Class,High,Africa,North Africa,JB-592538
CA-2015-NP18670140-42311,2015-11-03,2015-11-06,First Class,Critical,USCA,Central US,NP-186701402
CA-2014-NP18670140-41839,2014-07-19,2014-07-23,Standard Class,Medium,USCA,Western US,NP-186701404
PL-2014-RL9615103-41724,2014-03-26,2014-03-31,Standard Class,Medium,Europe,Eastern Europe,RL-9615103
ES-2015-SJ20125139-42049,2015-02-14,2015-02-17,Second Class,High,Europe,Northern Europe,SJ-20125139
EG-2013-SP1092038-41527,2013-09-10,2013-09-15,Standard Class,Medium,Africa,North Africa,SP-1092038
IN-2014-TT214607-41993,2014-12-20,2014-12-27,Standard Class,Medium,Asia Pacific,Oceania,TT-214607
CA-2013-NP18685140-41614,2013-12-06,2013-12-08,Second Class,Critical,USCA,Central US,NP-186851402
SA-2014-AJ795110-41676,2014-02-06,2014-02-13,Standard Class,Medium,Asia Pacific,Western Asia,AJ-795110
CA-2014-NP18685140-41905,2014-09-23,2014-09-25,Second Class,High,USCA,Eastern US,NP-186851406
SF-2015-FG4260117-42015,2015-01-11,2015-01-13,Second Class,High,Africa,Southern Africa,FG-4260117
US-2012-NP18685140-40974,2012-03-06,2012-03-10,Second Class,Medium,USCA,Western US,NP-186851404
ID-2015-KB1631559-42241,2015-08-25,2015-08-28,First Class,High,Asia Pacific,Southeastern Asia,KB-1631559
IN-2015-LD1685559-42006,2015-01-02,2015-01-06,Standard Class,Medium,Asia Pacific,Southeastern Asia,LD-1685559
CA-2013-NP18685140-41419,2013-05-25,2013-05-27,Second Class,Critical,USCA,Western US,NP-186851404
ZA-2015-NG8430147-42332,2015-11-24,2015-11-30,Standard Class,Medium,Africa,Eastern Africa,NG-8430147
ID-2012-NM18520102-40978,2012-03-10,2012-03-12,Second Class,Critical,Asia Pacific,Southeastern Asia,NM-18520102
CA-2014-NP18685140-41963,2014-11-20,2014-11-26,Standard Class,Medium,USCA,Eastern US,NP-186851406
SF-2014-SR10425117-41707,2014-03-09,2014-03-13,Standard Class,High,Africa,Southern Africa,SR-10425117
ES-2014-XP2186548-41888,2014-09-06,2014-09-08,Second Class,Medium,Europe,Western Europe,XP-2186548
CA-2013-NP18685140-41549,2013-10-02,2013-10-06,Standard Class,High,USCA,Southern US,NP-186851408
MX-2014-CC1267028-41942,2014-10-30,2014-10-31,First Class,High,LATAM,South America,CC-1267028
MX-2013-GZ1447028-41357,2013-03-24,2013-03-30,Standard Class,Medium,LATAM,South America,GZ-1447028
MX-2015-JM1565518-42175,2015-06-20,2015-06-24,Standard Class,Medium,LATAM,South America,JM-1565518
MX-2014-FM1429031-41795,2014-06-05,2014-06-12,Standard Class,Medium,LATAM,Caribbean,FM-1429031
US-2012-DB1327036-41021,2012-04-22,2012-04-26,Standard Class,High,LATAM,Caribbean,DB-1327036
NI-2015-AR82595-42336,2015-11-28,2015-11-28,Same Day,Medium,Africa,Western Africa,AR-82595
CA-2012-NP18700140-41254,2012-12-11,2012-12-13,Second Class,High,USCA,Western US,NP-187001404
CA-2014-NP18700140-41864,2014-08-13,2014-08-18,Second Class,Medium,USCA,Eastern US,NP-187001406
BN-2013-CC267015-41454,2013-06-29,2013-07-03,Standard Class,Medium,Africa,Western Africa,CC-267015
CA-2014-NP18700140-41949,2014-11-06,2014-11-10,Standard Class,High,USCA,Western US,NP-187001404
CA-2015-NP18700140-42182,2015-06-27,2015-07-01,Standard Class,Medium,USCA,Western US,NP-187001404
CA-2012-NP18700140-41156,2012-09-04,2012-09-09,Standard Class,Medium,USCA,Eastern US,NP-187001406
CA-2012-NP18700140-41264,2012-12-21,2012-12-28,Standard Class,Medium,USCA,Central US,NP-187001402
CA-2015-NP18700140-42231,2015-08-15,2015-08-17,Second Class,High,USCA,Western US,NP-187001404
CA-2014-ON18715140-41959,2014-11-16,2014-11-16,Same Day,High,USCA,Southern US,ON-187151408
IZ-2014-JK564061-41857,2014-08-06,2014-08-08,First Class,High,Asia Pacific,Western Asia,JK-564061
CA-2012-ON18715140-41244,2012-12-01,2012-12-06,Standard Class,High,USCA,Eastern US,ON-187151406
CA-2012-ON18715140-41164,2012-09-12,2012-09-16,Standard Class,High,USCA,Western US,ON-187151404
ES-2014-JS1603045-41698,2014-02-28,2014-02-28,Same Day,High,Europe,Western Europe,JS-1603045
IN-2015-JH161807-42319,2015-11-11,2015-11-16,Standard Class,Medium,Asia Pacific,Oceania,JH-161807
US-2014-ON18715140-41700,2014-03-02,2014-03-09,Standard Class,Low,USCA,Western US,ON-187151404
EG-2015-KB660038-42333,2015-11-25,2015-11-29,Standard Class,High,Africa,North Africa,KB-660038
CA-2014-ON18715140-41710,2014-03-12,2014-03-14,First Class,High,USCA,Central US,ON-187151402
CA-2013-ON18715140-41499,2013-08-13,2013-08-20,Standard Class,Medium,USCA,Western US,ON-187151404
TU-2012-MB7305134-41236,2012-11-23,2012-11-30,Standard Class,Medium,Asia Pacific,Western Asia,MB-7305134
US-2013-ON18715140-41411,2013-05-17,2013-05-21,Standard Class,High,USCA,Central US,ON-187151402
CA-2012-ON18715140-41216,2012-11-03,2012-11-07,Second Class,Medium,USCA,Southern US,ON-187151408
NI-2014-MW823595-41860,2014-08-09,2014-08-14,Standard Class,Medium,Africa,Western Africa,MW-823595
US-2013-ON18715140-41541,2013-09-24,2013-09-27,Second Class,Medium,USCA,Eastern US,ON-187151406
CA-2014-OT18730140-41849,2014-07-29,2014-07-30,First Class,High,USCA,Eastern US,OT-187301406
NI-2012-PO918095-41230,2012-11-17,2012-11-22,Standard Class,High,Africa,Western Africa,PO-918095
CA-2014-OT18730140-41801,2014-06-11,2014-06-16,Standard Class,Medium,USCA,Western US,OT-187301404
ES-2015-SR2074045-42307,2015-10-30,2015-11-03,Standard Class,Medium,Europe,Western Europe,SR-2074045
CA-2015-OT18730140-42304,2015-10-27,2015-11-02,Standard Class,Medium,USCA,Southern US,OT-187301408
EN-2015-TM1149042-42267,2015-09-20,2015-09-24,Standard Class,Medium,Europe,Northern Europe,TM-1149042
MX-2015-SV2036582-42179,2015-06-24,2015-06-27,Second Class,Medium,LATAM,Central America,SV-2036582
US-2014-CD127905-41728,2014-03-30,2014-04-04,Second Class,Medium,LATAM,South America,CD-127905
MX-2015-DO1343593-42273,2015-09-26,2015-10-02,Standard Class,Medium,LATAM,Central America,DO-1343593
US-2012-LS1697518-41188,2012-10-06,2012-10-09,Second Class,Medium,LATAM,South America,LS-1697518
US-2014-MC1757598-41935,2014-10-23,2014-10-27,Second Class,Medium,LATAM,Central America,MC-1757598
ID-2015-BB10990102-42273,2015-09-26,2015-10-02,Standard Class,Medium,Asia Pacific,Southeastern Asia,BB-10990102
NI-2015-CM193595-42194,2015-07-09,2015-07-14,Standard Class,Medium,Africa,Western Africa,CM-193595
CA-2013-OT18730140-41384,2013-04-20,2013-04-24,Standard Class,Medium,USCA,Central US,OT-187301402
TU-2014-DR2940134-41980,2014-12-07,2014-12-12,Standard Class,Medium,Asia Pacific,Western Asia,DR-2940134
IN-2014-DB132707-41947,2014-11-04,2014-11-09,Standard Class,Medium,Asia Pacific,Oceania,DB-132707
CA-2015-OT18730140-42182,2015-06-27,2015-07-03,Standard Class,Medium,USCA,Western US,OT-187301404
CA-2012-PC18745140-41273,2012-12-30,2013-01-03,Second Class,Medium,USCA,Eastern US,PC-187451406
CA-2014-PC18745140-41954,2014-11-11,2014-11-13,First Class,High,USCA,Western US,PC-187451404
CA-2014-PC18745140-41971,2014-11-28,2014-12-03,Standard Class,Medium,USCA,Eastern US,PC-187451406
US-2015-PC18745140-42367,2015-12-29,2016-01-01,Second Class,High,USCA,Western US,PC-187451404
CA-2015-PS18760140-42262,2015-09-15,2015-09-16,First Class,High,USCA,Eastern US,PS-187601406
AL-2012-MC81302-41220,2012-11-07,2012-11-10,Second Class,High,Europe,Southern Europe,MC-81302
CA-2013-PS18760140-41420,2013-05-26,2013-05-28,Second Class,Medium,USCA,Central US,PS-187601402
NI-2015-PB880595-42249,2015-09-02,2015-09-06,Second Class,Medium,Africa,Western Africa,PB-880595
CA-2015-PS18760140-42112,2015-04-18,2015-04-23,Standard Class,Medium,USCA,Western US,PS-187601404
EG-2014-RD990038-41868,2014-08-17,2014-08-21,Standard Class,Medium,Africa,North Africa,RD-990038
MZ-2013-AS1004587-41392,2013-04-28,2013-05-02,Second Class,Medium,Africa,Eastern Africa,AS-1004587
IN-2013-AH1007558-41474,2013-07-19,2013-07-25,Standard Class,Medium,Asia Pacific,Southern Asia,AH-1007558
KE-2012-AR54069-41131,2012-08-10,2012-08-12,First Class,Medium,Africa,Eastern Africa,AR-54069
SA-2014-BD1620110-41896,2014-09-14,2014-09-18,Standard Class,Medium,Asia Pacific,Western Asia,BD-1620110
SA-2012-CR2625110-40931,2012-01-23,2012-01-27,Standard Class,Medium,Asia Pacific,Western Asia,CR-2625110
TU-2015-DS3180134-42298,2015-10-21,2015-10-21,Same Day,High,Asia Pacific,Western Asia,DS-3180134
CA-2012-PS18760140-41074,2012-06-14,2012-06-14,Same Day,Medium,USCA,Central US,PS-187601402
ID-2014-LB1673559-41655,2014-01-16,2014-01-18,Second Class,High,Asia Pacific,Southeastern Asia,LB-1673559
CA-2014-PS18760140-41708,2014-03-10,2014-03-13,First Class,High,USCA,Eastern US,PS-187601406
ES-2014-MC17575139-41880,2014-08-29,2014-09-03,Second Class,High,Europe,Northern Europe,MC-17575139
IN-2015-RD198107-42284,2015-10-07,2015-10-13,Standard Class,Medium,Asia Pacific,Oceania,RD-198107
IN-2015-SC2023092-42313,2015-11-05,2015-11-09,Standard Class,Medium,Asia Pacific,Oceania,SC-2023092
UP-2013-TS11610137-41423,2013-05-29,2013-06-03,Standard Class,Medium,Europe,Eastern Europe,TS-11610137
MX-2013-TB2140018-41590,2013-11-12,2013-11-17,Standard Class,Medium,LATAM,South America,TB-2140018
MX-2013-CL1189039-41611,2013-12-03,2013-12-07,Standard Class,Medium,LATAM,Central America,CL-1189039
MX-2014-SR2074093-41976,2014-12-03,2014-12-07,Standard Class,Medium,LATAM,Central America,SR-2074093
MX-2015-QJ1925551-42255,2015-09-08,2015-09-12,Standard Class,Medium,LATAM,Central America,QJ-1925551
ES-2015-AS1004564-42028,2015-01-24,2015-01-29,Standard Class,Medium,Europe,Southern Europe,AS-1004564
ES-2015-AH1007591-42339,2015-12-01,2015-12-06,Standard Class,High,Europe,Western Europe,AH-1007591
IT-2015-AH1007545-42269,2015-09-22,2015-09-28,Standard Class,Medium,Europe,Western Europe,AH-1007545
SG-2015-AG495111-42164,2015-06-09,2015-06-13,Standard Class,Medium,Africa,Western Africa,AG-495111
US-2014-PS18760140-41912,2014-09-30,2014-10-02,Second Class,High,USCA,Western US,PS-187601404
IV-2014-BF121529-41964,2014-11-21,2014-11-25,Standard Class,Medium,Africa,Western Africa,BF-121529
IN-2014-BT113957-41696,2014-02-26,2014-03-05,Standard Class,Medium,Asia Pacific,Oceania,BT-113957
US-2015-PN18775140-42118,2015-04-24,2015-04-28,Standard Class,Medium,USCA,Southern US,PN-187751408
CA-2014-PN18775140-41992,2014-12-19,2014-12-22,First Class,Medium,USCA,Central US,PN-187751402
CA-2015-PN18775140-42318,2015-11-10,2015-11-12,Second Class,Critical,USCA,Eastern US,PN-187751406
US-2015-PN18775140-42339,2015-12-01,2015-12-03,Second Class,Medium,USCA,Southern US,PN-187751408
CA-2015-PN18775140-42120,2015-04-26,2015-04-27,First Class,Medium,USCA,Southern US,PN-187751408
ES-2013-FP1432048-41426,2013-06-01,2013-06-03,Second Class,High,Europe,Western Europe,FP-1432048
US-2014-PN18775140-41893,2014-09-11,2014-09-15,Second Class,High,USCA,Eastern US,PN-187751406
IR-2012-HW493560-41174,2012-09-22,2012-09-24,First Class,High,Asia Pacific,Southern Asia,HW-493560
CA-2014-PN18775140-41897,2014-09-15,2014-09-19,Standard Class,Medium,USCA,Southern US,PN-187751408
CA-2013-PN18775140-41493,2013-08-07,2013-08-12,Standard Class,Medium,USCA,Western US,PN-187751404
UG-2013-LH6750136-41611,2013-12-03,2013-12-09,Standard Class,Medium,Africa,Eastern Africa,LH-6750136
ID-2015-MF1766559-42081,2015-03-18,2015-03-25,Standard Class,Low,Asia Pacific,Southeastern Asia,MF-1766559
TU-2013-MO7950134-41584,2013-11-06,2013-11-11,Standard Class,Medium,Asia Pacific,Western Asia,MO-7950134
CA-2015-PH18790140-42299,2015-10-22,2015-10-27,Standard Class,High,USCA,Southern US,PH-187901408
CA-2012-PB880523-41221,2012-11-08,2012-11-10,Second Class,High,USCA,Canada,PB-880523
CA-2015-PB18805140-42344,2015-12-06,2015-12-07,First Class,High,USCA,Western US,PB-188051404
IV-2015-RB979529-42339,2015-12-01,2015-12-06,Standard Class,Medium,Africa,Western Africa,RB-979529
CA-2014-PB18805140-41928,2014-10-16,2014-10-22,Standard Class,Medium,USCA,Western US,PB-188051404
CA-2013-PB18805140-41598,2013-11-20,2013-11-24,Standard Class,High,USCA,Western US,PB-188051404
CA-2014-PB880523-41640,2014-01-01,2014-01-06,Standard Class,Medium,USCA,Canada,PB-880523
CA-2014-PG18820140-41962,2014-11-19,2014-11-23,Standard Class,Medium,USCA,Western US,PG-188201404
EG-2015-VG1180538-42234,2015-08-18,2015-08-22,Standard Class,Medium,Africa,North Africa,VG-1180538
ES-2015-VS2182048-42101,2015-04-07,2015-04-11,Standard Class,Medium,Europe,Western Europe,VS-2182048
MX-2015-XP2186593-42130,2015-05-06,2015-05-10,Standard Class,Medium,LATAM,Central America,XP-2186593
ID-2012-AB10060113-40915,2012-01-07,2012-01-12,Standard Class,Medium,Asia Pacific,Southeastern Asia,AB-10060113
IT-2015-AC10615124-42224,2015-08-08,2015-08-13,Second Class,Medium,Europe,Northern Europe,AC-10615124
CA-2014-PG18820140-41884,2014-09-02,2014-09-08,Standard Class,Medium,USCA,Eastern US,PG-188201406
ID-2013-AW1093058-41444,2013-06-19,2013-06-23,Standard Class,Medium,Asia Pacific,Southern Asia,AW-1093058
US-2014-PG18820140-41685,2014-02-15,2014-02-22,Standard Class,Low,USCA,Eastern US,PG-188201406
CA-2015-PG18820140-42277,2015-09-30,2015-10-03,First Class,Medium,USCA,Western US,PG-188201404
CA-2014-PG18820140-41941,2014-10-29,2014-10-29,Same Day,Medium,USCA,Southern US,PG-188201408
US-2015-PG18820140-42320,2015-11-12,2015-11-14,First Class,Critical,USCA,Central US,PG-188201402
UP-2015-GT4755137-42355,2015-12-17,2015-12-23,Standard Class,Medium,Europe,Eastern Europe,GT-4755137
HU-2014-JR567057-41640,2014-01-01,2014-01-05,Standard Class,Medium,Europe,Eastern Europe,JR-567057
IT-2015-JR1570062-42239,2015-08-23,2015-08-30,Standard Class,Medium,Europe,Northern Europe,JR-1570062
US-2012-PG18820140-41037,2012-05-08,2012-05-14,Standard Class,Medium,USCA,Western US,PG-188201404
TU-2015-LS6945134-42174,2015-06-19,2015-06-23,Standard Class,Medium,Asia Pacific,Western Asia,LS-6945134
CA-2015-PG18820140-42333,2015-11-25,2015-11-28,First Class,Medium,USCA,Western US,PG-188201404
ID-2013-MH181157-41573,2013-10-26,2013-11-02,Standard Class,Low,Asia Pacific,Oceania,MH-181157
US-2013-PG18820140-41383,2013-04-19,2013-04-25,Standard Class,Medium,USCA,Central US,PG-188201402
TU-2015-PB9105134-42095,2015-04-01,2015-04-05,Standard Class,High,Asia Pacific,Western Asia,PB-9105134
MX-2015-TZ2144582-42361,2015-12-23,2015-12-29,Standard Class,Medium,LATAM,Central America,TZ-2144582
SA-2014-TC11475110-41961,2014-11-18,2014-11-22,Standard Class,Medium,Asia Pacific,Western Asia,TC-11475110
CA-2014-PG18820140-41738,2014-04-09,2014-04-15,Standard Class,Medium,USCA,Southern US,PG-188201408
IN-2015-AZ107507-42299,2015-10-22,2015-10-26,Standard Class,Medium,Asia Pacific,Oceania,AZ-107507
MA-2012-BF127577-41251,2012-12-08,2012-12-13,Standard Class,Medium,Africa,Eastern Africa,BF-127577
SF-2015-CS2490117-42200,2015-07-15,2015-07-20,Second Class,Medium,Africa,Southern Africa,CS-2490117
